FIPS,e2016_votediff,e2016_rep_winner,e2016_dem_winner,e2016_rep_vote,e2016_dem_vote
19149,6795,true,false,9680,2885
19151,1739,true,false,2702,963
19153,26312,false,true,93492,119804
19155,9092,true,false,24447,15355
19157,642,true,false,4946,4304
19159,1071,true,false,1824,753
19161,2433,true,false,3703,1270
19163,1291,false,true,39149,40440
19165,2700,true,false,4362,1662
19167,12485,true,false,14785,2300
19169,6251,false,true,19458,25709
19171,1775,true,false,4971,3196
19173,1353,true,false,2111,758
19175,1603,true,false,3525,1922
19177,1682,true,false,2527,845
19179,3121,true,false,8715,5594
19181,4403,true,false,14814,10411
19183,2230,true,false,6173,3943
19185,1350,true,false,2069,719
19187,3751,true,false,10056,6305
19189,1516,true,false,3447,1931
19191,90,true,false,5344,5254
19193,8517,true,false,24727,16210
19195,923,true,false,2453,1530
19197,1904,true,false,3800,1896
20001,2218,true,false,3651,1433
20003,1763,true,false,2435,672
20005,2060,true,false,4049,1989
20007,1564,true,false,1850,286
20009,6049,true,false,7888,1839
20011,3088,true,false,4424,1336
20013,2043,true,false,2906,863
20015,12500,true,false,19073,6573
20017,653,true,false,969,316
20019,1039,true,false,1236,197
20021,4177,true,false,6182,2005
20023,992,true,false,1173,181
20025,705,true,false,825,120
20027,2214,true,false,2891,677
20029,2158,true,false,2919,761
20031,2323,true,false,3050,727
20033,613,true,false,715,102
20035,4719,true,false,8270,3551
20037,3425,true,false,8624,5199
20039,1032,true,false,1210,178
20041,4420,true,false,6029,1609
20043,2019,true,false,2606,587
20045,16507,false,true,14688,31195
20047,825,true,false,1037,212
20049,888,true,false,1048,160
20051,5724,true,false,8466,2742
20053,1448,true,false,1969,521
20055,3155,true,false,6350,3195
20057,2965,true,false,5114,2149
20059,4293,true,false,7185,2892
20061,1552,true,false,4274,2722
20063,991,true,false,1140,149
20065,837,true,false,1025,188
20067,1363,true,false,1804,441
20069,1435,true,false,1698,263
20071,451,true,false,534,83
20073,1675,true,false,2160,485
20075,584,true,false,705,121
20077,1603,true,false,1996,393
20079,3600,true,false,8668,5068
20081,795,true,false,1040,245
20083,731,true,false,855,124
20085,2427,true,false,3939,1512
20087,2695,true,false,5213,2518
20089,1043,true,false,1223,180
20091,7638,true,false,137490,129852
20093,901,true,false,1075,174
20095,1931,true,false,2530,599
20097,786,true,false,900,114
20099,3044,true,false,5335,2291
20101,612,true,false,718,106
20103,7429,true,false,17638,10209
20105,964,true,false,1179,215
20107,2748,true,false,3484,736
20109,983,true,false,1132,149
20111,1903,true,false,6552,4649
20113,5323,true,false,8549,3226
20115,2799,true,false,4003,1204
20117,2235,true,false,3307,1072
20119,1205,true,false,1415,210
20121,6012,true,false,10003,3991
20123,1831,true,false,2308,477
20125,6042,true,false,8679,2637
20127,1219,true,false,1820,601
20129,848,true,false,995,147
20131,3399,true,false,4124,725
20133,2930,true,false,4431,1501
20135,1066,true,false,1228,162
20137,1559,true,false,1840,281
20139,3073,true,false,4826,1753
20141,1227,true,false,1460,233
20143,1859,true,false,2283,424
20145,1325,true,false,1904,579
20147,1933,true,false,2233,300
20149,5387,true,false,7612,2225
20151,2067,true,false,2838,771
20153,1057,true,false,1220,163
20155,8676,true,false,15513,6837
20157,1649,true,false,2024,375
20159,2142,true,false,2837,695
20161,766,true,false,10107,9341
20163,1756,true,false,2031,275
20165,964,true,false,1197,233
20167,2113,true,false,2574,461
20169,7511,true,false,13828,6317
20171,1629,true,false,1865,236
20173,34726,true,false,104353,69627
20175,1531,true,false,3159,1628
20177,2008,true,false,35934,33926
20179,1070,true,false,1197,127
20181,1742,true,false,2089,347
20183,1364,true,false,1661,297
20185,1186,true,false,1490,304
20187,377,true,false,492,115
20189,1379,true,false,1599,220
20191,4908,true,false,6984,2076
20193,2435,true,false,2908,473
20195,1029,true,false,1227,198
20197,1596,true,false,2372,776
20199,675,true,false,721,46
20201,1807,true,false,2194,387
20203,629,true,false,769,140
20205,2194,true,false,2788,594
20207,809,true,false,1082,273
20209,14340,false,true,15806,30146
21001,5314,true,false,6637,1323
21003,5117,true,false,6466,1349
21005,5608,true,false,8242,2634
21007,2345,true,false,3161,816
21009,9208,true,false,13483,4275
21011,1721,true,false,3082,1361
21013,6044,true,false,7764,1720
21015,24056,true,false,39082,15026
21017,2778,true,false,5569,2791
21019,7570,true,false,13591,6021
21021,3759,true,false,8040,4281
21023,2006,true,false,2711,705
21025,2454,true,false,3991,1537
21027,4524,true,false,6484,1960
21029,17955,true,false,26210,8255
21031,3481,true,false,4428,947
21033,3247,true,false,4507,1260
21035,5618,true,false,10367,4749
21037,10392,true,false,25050,14658
21039,1662,true,false,2094,432
21041,1482,true,false,2588,1106
21043,5311,true,false,7587,2276
21045,4715,true,false,5482,767
21047,6920,true,false,14108,7188
21049,6004,true,false,10710,4706
21051,5109,true,false,5861,752
21053,3262,true,false,3809,547
21055,2673,true,false,3290,617
21057,2043,true,false,2502,459
21059,14744,true,false,28907,14163
21061,3156,true,false,4135,979
21063,1260,true,false,2000,740
21065,3128,true,false,4236,1108
21067,12884,false,true,56894,69778
21069,3374,true,false,4722,1348
21071,7978,true,false,11993,4015
21073,1102,true,false,11819,10717
21075,775,true,false,1549,774
21077,1694,true,false,2443,749
21079,4451,true,false,5904,1453
21081,5358,true,false,7268,1910
21083,9363,true,false,12671,3308
21085,6260,true,false,8219,1959
21087,3540,true,false,4372,832
21089,7400,true,false,11546,4146
21091,1544,true,false,2788,1244
21093,13027,true,false,26971,13944
21095,7757,true,false,9129,1372
21097,3404,true,false,5435,2031
21099,3590,true,false,5320,1730
21101,5452,true,false,12159,6707
21103,3116,true,false,4944,1828
21105,1208,true,false,1657,449
21107,10967,true,false,15277,4310
21109,4407,true,false,4889,482
21111,47068,false,true,143768,190836
21113,9330,true,false,15474,6144
21115,6793,true,false,8043,1250
21117,18744,true,false,42958,24214
21119,3112,true,false,4357,1245
21121,8124,true,false,9885,1761
21123,3521,true,false,4799,1278
21125,17152,true,false,20592,3440
21127,3771,true,false,4816,1045
21129,1707,true,false,2151,444
21131,3615,true,false,4015,400
21133,5751,true,false,7293,1542
21135,3578,true,false,4363,785
21137,5473,true,false,7338,1865
21139,2683,true,false,3570,887
21141,5023,true,false,7778,2755
21143,1744,true,false,2789,1045
21145,11640,true,false,20774,9134
21147,4348,true,false,5012,664
21149,2393,true,false,3381,988
21151,11638,true,false,23431,11793
21153,2652,true,false,3824,1172
21155,2443,true,false,5122,2679
21157,8650,true,false,12322,3672
21159,3140,true,false,3503,363
21161,2974,true,false,4944,1970
21163,5634,true,false,8660,3026
21165,1310,true,false,2010,700
21167,5345,true,false,7740,2395
21169,2515,true,false,3491,976
21171,3677,true,false,4278,601
21173,4698,true,false,7856,3158
21175,2622,true,false,3628,1006
21177,6121,true,false,9393,3272
21179,6997,true,false,13431,6434
21181,1170,true,false,1957,787
21183,5862,true,false,7942,2080
21185,10201,true,false,20469,10268
21187,2683,true,false,3745,1062
21189,1218,true,false,1474,256
21191,3440,true,false,4604,1164
21193,6022,true,false,8158,2136
21195,15467,true,false,19747,4280
21197,2241,true,false,3513,1272
21199,18694,true,false,22902,4208
21201,537,true,false,759,222
21203,4694,true,false,5609,915
21205,1879,true,false,5174,3295
21207,5770,true,false,6863,1093
21209,7337,true,false,15052,7715
21211,6920,true,false,13196,6276
21213,2933,true,false,5077,2144
21215,5275,true,false,7196,1921
21217,5767,true,false,8320,2553
21219,2570,true,false,3612,1042
21221,3344,true,false,4931,1587
21223,1892,true,false,2771,879
21225,3370,true,false,4701,1331
21227,11707,true,false,28673,16966
21229,2593,true,false,4013,1420
21231,4940,true,false,6371,1431
21233,3157,true,false,4397,1240
21235,9245,true,false,11312,2067
21237,1051,true,false,1804,753
21239,2739,true,false,7697,4958
22001,15524,true,false,21162,5638
22003,4761,true,false,6867,2106
22005,19667,true,false,36143,16476
22007,2783,true,false,6714,3931
22009,6130,true,false,11165,5035
22011,9845,true,false,12238,2393
22013,627,true,false,3756,3129
22015,22833,true,false,35474,12641
22017,4477,false,true,49006,53483
22019,27895,true,false,54191,26296
22021,3034,true,false,3822,788
22023,2933,true,false,3256,323
22025,2157,true,false,3479,1322
22027,868,true,false,3585,2717
22029,2205,true,false,5477,3272
22031,2903,true,false,8068,5165
22033,18168,false,true,84660,102828
22035,779,false,true,1059,1838
22037,1334,true,false,5569,4235
22039,6152,true,false,10360,4208
22041,4008,true,false,6514,2506
22043,6227,true,false,7408,1181
22045,10205,true,false,20903,10698
22047,1004,false,true,7320,8324
22049,3030,true,false,5169,2139
22051,26728,true,false,100398,73670
22053,7695,true,false,10775,3080
22055,35469,true,false,68195,32726
22057,23536,true,false,31959,8423
22059,5231,true,false,5836,605
22061,3654,true,false,10761,7107
22063,41874,true,false,48824,6950
22065,817,false,true,1927,2744
22067,1347,true,false,6502,5155
22069,1824,true,false,8968,7144
22071,109704,false,true,24292,133996
22073,17306,true,false,41734,24428
22075,3553,true,false,6900,3347
22077,2025,true,false,6789,4764
22079,18494,true,false,36816,18322
22081,453,true,false,2391,1938
22083,3130,true,false,6287,3157
22085,6176,true,false,7879,1703
22087,5277,true,false,10237,4960
22089,8062,true,false,16621,8559
22091,856,false,true,2497,3353
22093,962,false,true,5456,6418
22095,5092,false,true,7569,12661
22097,4762,true,false,21971,17209
22099,8607,true,false,16873,8266
22101,6309,true,false,14359,8050
22103,63198,true,false,90915,27717
22105,17081,true,false,33959,16878
22107,150,false,true,1182,1332
22109,21237,true,false,31902,10665
22111,5281,true,false,7972,2691
22113,15206,true,false,20063,4857
22115,10806,true,false,13471,2665
22117,6864,true,false,12556,5692
22119,5282,true,false,11542,6260
22121,1544,true,false,6927,5383
22123,3255,true,false,3970,715
22125,1142,true,false,3390,2248
22127,2964,true,false,4608,1644
23001,5218,true,false,28227,23009
23003,6033,true,false,19419,13386
23005,45272,false,true,57709,102981
23007,902,true,false,7918,7016
23009,2412,false,true,13705,16117
23011,2373,true,false,31675,29302
23013,3295,false,true,9148,12443
23015,514,false,true,9727,10241
23017,4038,true,false,16210,12172
23019,8784,true,false,41622,32838
23021,2308,true,false,5406,3098
23023,1360,false,true,9304,10664
23025,5909,true,false,15001,9092
23027,62,false,true,10378,10440
23029,3018,true,false,9093,6075
23031,5441,false,true,50403,55844
24001,13395,true,false,21270,7875
24003,6016,false,true,122403,128419
24005,68935,false,true,149477,218412
24009,7951,true,false,26176,18225
24011,5359,true,false,9368,4009
24013,31648,true,false,58215,26567
24015,15218,true,false,28868,13650
24017,23727,false,true,25614,49341
24019,2168,true,false,8413,6245
24021,3000,true,false,59522,56522
24023,8209,true,false,10776,2567
24025,30783,true,false,77860,47077
24027,55113,false,true,47484,102597
24029,301,true,false,4876,4575
24031,265133,false,true,92704,357837
24033,311238,false,true,32811,344049
24035,9020,true,false,16993,7973
24037,11129,true,false,28663,17534
24039,1145,true,false,5341,4196
24041,2071,true,false,10724,8653
24043,19869,true,false,40998,21129
24045,4148,true,false,22198,18050
24047,7457,true,false,17210,9753
24510,177468,false,true,25205,202673
25001,18331,false,true,54099,72430
25003,26875,false,true,16839,43714
25005,24097,false,true,105443,129540
25007,5923,false,true,2477,8400
25009,85994,false,true,136316,222310
25011,14114,false,true,10364,24478
25013,33905,false,true,78685,112590
25015,33577,false,true,21790,55367
25017,300567,false,true,219793,520360
25019,2254,false,true,1892,4146
25021,102096,false,true,119723,221819
25023,20144,false,true,115369,135513
25025,195330,false,true,50421,245751
25027,41096,false,true,157682,198778
26001,2469,true,false,4201,1732
26003,922,true,false,2585,1663
26005,16133,true,false,34183,18050
26007,4213,true,false,9090,4877
26009,4021,true,false,8469,4448
26011,2566,true,false,4950,2384
26013,1002,true,false,2158,1156
26015,10088,true,false,19202,9114
26017,6686,true,false,28328,21642
26019,1431,true,false,5539,4108
26021,9152,true,false,38647,29495
26023,6725,true,false,11786,5061
26025,7337,true,false,31494,24157
26027,6973,true,false,14243,7270
26029,3537,true,false,8674,5137
26031,4381,true,false,8683,4302
26033,3743,true,false,9122,5379
26035,4256,true,false,8505,4249
26037,5144,true,false,21636,16492
26039,2244,true,false,4354,2110
26041,4685,true,false,11121,6436
26043,4657,true,false,8580,3923
26045,2671,true,false,27609,24938
26047,3644,true,false,10616,6972
26049,18576,false,true,84175,102751
26051,4330,true,false,8124,3794
26053,1093,true,false,4018,2925
26055,6448,true,false,27413,20965
26057,4214,true,false,9880,5666
26059,9296,true,false,14095,4799
26061,2457,true,false,8475,6018
26063,6113,true,false,10692,4579
26065,35242,false,true,43868,79110
26067,8283,true,false,16635,8352
26069,4000,true,false,8345,4345
26071,1671,true,false,3675,2004
26073,934,true,false,12338,11404
26075,13998,true,false,39793,25795
26077,16114,false,true,51034,67148
26079,3836,true,false,6116,2280
26081,9497,true,false,148180,138683
26083,287,true,false,814,527
26085,1220,true,false,3159,1939
26087,17303,true,false,30037,12734
26089,465,true,false,7239,6774
26091,9680,true,false,26430,16750
26093,31296,true,false,65680,34384
26095,1075,true,false,1756,681
26097,1659,true,false,3744,2085
26099,48348,true,false,224665,176317
26101,1936,true,false,6915,4979
26103,1396,false,true,14646,16042
26105,3224,true,false,8505,5281
26107,4478,true,false,10305,5827
26109,3163,true,false,6702,3539
26111,8211,true,false,23846,15635
26113,3821,true,false,5386,1565
26115,16398,true,false,43261,26863
26117,9033,true,false,16907,7874
26119,2211,true,false,3498,1287
26121,1177,false,true,36127,37304
26123,8961,true,false,15173,6212
26125,53867,false,true,289203,343070
26127,3255,true,false,7228,3973
26129,3797,true,false,6827,3030
26131,890,true,false,2066,1176
26133,4631,true,false,7336,2705
26135,1799,true,false,2843,1044
26137,4710,true,false,8266,3556
26139,43494,true,false,88467,44973
26141,2088,true,false,4488,2400
26143,3854,true,false,8141,4287
26145,1073,true,false,45469,44396
26147,24498,true,false,49051,24553
26149,7358,true,false,14884,7526
26151,8573,true,false,13446,4873
26153,1187,true,false,2556,1369
26155,6684,true,false,19230,12546
26157,9673,true,false,17102,7429
26159,4632,true,false,17890,13258
26161,77852,false,true,50631,128483
26163,290451,false,true,228993,519444
26165,5564,true,false,10000,4436
27001,2382,true,false,5516,3134
27003,17839,true,false,93339,75500
27005,5672,true,false,10880,5208
27007,2095,true,false,10783,8688
27009,7232,true,false,12872,5640
27011,687,true,false,1608,921
27013,1239,true,false,15667,14428
27015,4945,true,false,8708,3763
27017,300,false,true,8160,8460
27019,7548,true,false,29056,21508
27021,5033,true,false,9982,4949
27023,1786,true,false,3764,1978
27025,9163,true,false,18441,9278
27027,572,true,false,13543,12971
27029,1825,true,false,2925,1100
27031,756,false,true,1156,1912
27033,2001,true,false,3679,1678
27035,11305,true,false,22287,10982
27037,10900,false,true,99583,110483
27039,3425,true,false,6527,3102
27041,7739,true,false,13966,6227
27043,2506,true,false,4659,2153
27045,2399,true,false,6271,3872
27047,2767,true,false,8808,6041
27049,4595,true,false,14041,9446
27051,958,true,false,2063,1105
27053,237518,false,true,191770,429288
27055,1471,true,false,5616,4145
27057,3838,true,false,7261,3423
27059,7978,true,false,13635,5657
27061,3905,true,false,12920,9015
27063,2117,true,false,3609,1492
27065,2903,true,false,5230,2327
27067,5519,true,false,12785,7266
27069,526,true,false,1349,823
27071,1263,true,false,3569,2306
27073,988,true,false,2293,1305
27075,145,false,true,2932,3077
27077,987,true,false,1540,553
27079,4559,true,false,9182,4623
27081,1071,true,false,1931,860
27083,3431,true,false,7256,3825
27085,7177,true,false,12155,4978
27087,61,true,false,991,930
27089,1983,true,false,3208,1225
27091,4329,true,false,7062,2733
27093,4913,true,false,8104,3191
27095,4630,true,false,8340,3710
27097,9288,true,false,12925,3637
27099,1386,true,false,8823,7437
27101,1679,true,false,2974,1295
27103,551,true,false,8437,7886
27105,2566,true,false,5299,2733
27107,435,true,false,1699,1264
27109,600,false,true,35668,36268
27111,11599,true,false,20939,9340
27113,1853,true,false,4000,2147
27115,3611,true,false,8191,4580
27117,2211,true,false,3338,1127
27119,4267,true,false,8979,4712
27121,1687,true,false,3793,2106
27123,106844,false,true,70894,177738
27125,601,true,false,1141,540
27127,3250,true,false,5137,1887
27129,2773,true,false,4890,2117
27131,992,true,false,15429,14437
27133,1718,true,false,3091,1373
27135,3595,true,false,5451,1856
27137,13141,false,true,44630,57771
27139,11446,true,false,39948,28502
27141,17760,true,false,31053,13293
27143,3239,true,false,5193,1954
27145,22041,true,false,47617,25576
27147,4957,true,false,11198,6241
27149,683,true,false,2799,2116
27151,1277,true,false,2963,1686
27153,5702,true,false,8485,2783
27155,419,true,false,1049,630
27157,3123,true,false,6989,3866
27159,3153,true,false,4837,1684
27161,3129,true,false,5967,2838
27163,2658,false,true,64428,67086
27165,954,true,false,2768,1814
27167,1236,true,false,2129,893
27169,756,true,false,12122,11366
27171,22940,true,false,43274,20334
27173,1858,true,false,3382,1524
28001,1883,false,true,5874,7757
28003,9135,true,false,11819,2684
28005,1592,true,false,4289,2697
28007,1655,true,false,4897,3242
28009,532,true,false,2251,1719
28011,4456,false,true,4590,9046
28013,2480,true,false,4390,1910
28015,2119,true,false,3799,1680
28017,478,true,false,4127,3649
28019,1570,true,false,2788,1218
28021,3168,false,true,540,3708
28023,2552,true,false,5137,2585
28025,1572,false,true,4150,5722
28027,3952,false,true,2426,6378
28029,638,false,true,6103,6741
28031,2159,true,false,5435,3276
28033,22498,true,false,43089,20591
28035,3745,true,false,15461,11716
28037,1219,true,false,2721,1502
28039,7669,true,false,8696,1027
28041,3361,true,false,4335,974
28043,1546,true,false,5970,4424
28045,10467,true,false,13811,3344
28047,19185,true,false,40354,21169
28049,42319,false,true,25275,67594
28051,5380,false,true,1309,6689
28053,1920,false,true,1151,3071
28055,97,false,true,298,395
28057,7353,true,false,8470,1117
28059,18972,true,false,33629,14657
28061,330,false,true,4038,4368
28063,2847,false,true,490,3337
28065,1254,false,true,2466,3720
28067,12342,true,false,20133,7791
28069,1049,false,true,1778,2827
28071,2903,true,false,10872,7969
28073,13561,true,false,18751,5190
28075,6472,true,false,17741,11269
28077,1896,true,false,4091,2195
28079,1198,true,false,4782,3584
28081,12191,true,false,22220,10029
28083,4575,false,true,3212,7787
28085,6092,true,false,10550,4458
28087,1452,true,false,13271,11819
28089,7922,true,false,28265,20343
28091,4159,true,false,7836,3677
28093,1436,false,true,6587,8023
28095,4643,true,false,10167,5524
28097,703,true,false,2818,2115
28099,4964,true,false,7679,2715
28101,3792,true,false,6548,2756
28103,3147,false,true,1200,4347
28105,283,false,true,8576,8859
28107,18,true,false,7449,7431
28109,14178,true,false,17782,3604
28111,2915,true,false,4135,1220
28113,34,false,true,8009,8043
28115,7950,true,false,10336,2386
28117,5581,true,false,7648,2067
28119,1311,false,true,1001,2312
28121,33068,true,false,47178,14110
28123,1854,true,false,6122,4268
28125,787,false,true,692,1479
28127,3519,true,false,7393,3874
28129,4311,true,false,5928,1617
28131,3733,true,false,5306,1573
28133,3931,false,true,2794,6725
28135,875,false,true,2462,3337
28137,3569,true,false,7495,3926
28139,5398,true,false,7240,1842
28141,6167,true,false,7166,999
28143,1814,false,true,853,2667
28145,7223,true,false,9235,2012
28147,1266,true,false,4056,2790
28149,483,true,false,9767,9284
28151,6136,false,true,5244,11380
28153,2466,true,false,5990,3524
28155,2957,true,false,3976,1019
28157,1539,false,true,1318,2857
28159,1060,true,false,4910,3850
28161,794,true,false,3376,2582
28163,771,false,true,4598,5369
29001,2530,true,false,6030,3500
29003,4620,true,false,6665,2045
29005,1519,true,false,2060,541
29007,4411,true,false,6981,2570
29009,8718,true,false,11428,2710
29011,4164,true,false,4959,795
29013,4383,true,false,6001,1618
29015,5188,true,false,7213,2025
29017,4122,true,false,4827,705
29019,4925,false,true,36200,41125
29021,9307,true,false,21320,12013
29023,10614,true,false,13650,3036
29025,2394,true,false,3232,838
29027,8068,true,false,13057,4989
29029,12176,true,false,16944,4768
29031,18525,true,false,27017,8492
29033,2735,true,false,3480,745
29035,1888,true,false,2324,436
29037,18252,true,false,33098,14846
29039,4010,true,false,5021,1011
29041,2062,true,false,2950,888
29043,22438,true,false,30946,8508
29045,1734,true,false,2458,724
29047,12172,true,false,57476,45304
29049,4495,true,false,7067,2572
29051,13703,true,false,24616,10913
29053,3692,true,false,5624,1932
29055,5900,true,false,7724,1824
29057,2547,true,false,3184,637
29059,4623,true,false,5895,1272
29061,2037,true,false,2767,730
29063,2716,true,false,3540,824
29065,4622,true,false,5600,978
29067,4502,true,false,5486,984
29069,5666,true,false,8026,2360
29071,23089,true,false,35430,12341
29073,4150,true,false,5670,1520
29075,1699,true,false,2304,605
29077,35307,true,false,78035,42728
29079,2682,true,false,3462,780
29081,2391,true,false,2965,574
29083,4718,true,false,7075,2357
29085,2526,true,false,3542,1016
29087,1579,true,false,1926,347
29089,1994,true,false,3277,1283
29091,11012,true,false,13893,2881
29093,2240,true,false,3173,933
29095,20320,true,false,91557,71237
29097,24498,true,false,35070,10572
29099,37468,true,false,69036,31568
29101,7789,true,false,13719,5930
29103,1037,true,false,1416,379
29105,10328,true,false,12881,2553
29107,6935,true,false,10988,4053
29109,10188,true,false,13089,2901
29111,2410,true,false,3344,934
29113,12584,true,false,18159,5575
29115,2848,true,false,4088,1240
29117,3614,true,false,4879,1265
29119,5270,true,false,6599,1329
29121,4250,true,false,5798,1548
29123,3097,true,false,4102,1005
29125,2767,true,false,3561,794
29127,6425,true,false,9419,2994
29129,1270,true,false,1486,216
29131,7535,true,false,9285,1750
29133,2142,true,false,3600,1458
29135,4110,true,false,5347,1237
29137,2306,true,false,3159,853
29139,3008,true,false,4127,1119
29141,4992,true,false,6760,1768
29143,3337,true,false,5270,1933
29145,15563,true,false,20553,4990
29147,3851,true,false,6380,2529
29149,2806,true,false,3671,865
29151,4858,true,false,5856,998
29153,2915,true,false,3639,724
29155,2017,true,false,3964,1947
29157,5388,true,false,6908,1520
29159,8486,true,false,12810,4324
29161,7943,true,false,12709,4766
29163,3468,true,false,5274,1806
29165,5876,true,false,25933,20057
29167,7807,true,false,10438,2631
29169,6954,true,false,9876,2922
29171,1583,true,false,1936,353
29173,2831,true,false,3969,1138
29175,5246,true,false,7529,2283
29177,4014,true,false,7104,3090
29179,1866,true,false,2406,540
29181,3692,true,false,4522,830
29183,53024,true,false,121650,68626
29185,2565,true,false,3501,936
29186,2954,true,false,5496,2542
29187,11218,true,false,17468,6250
29189,84270,false,true,202434,286704
29195,3188,true,false,5977,2789
29197,1151,true,false,1505,354
29199,1160,true,false,1525,365
29201,9593,true,false,13168,3575
29203,2190,true,false,2966,776
29205,1918,true,false,2524,606
29207,9203,true,false,11079,1876
29209,10271,true,false,13158,2887
29211,1358,true,false,1884,526
29213,13903,true,false,18276,4373
29215,7147,true,false,8875,1728
29217,4826,true,false,6533,1707
29219,7196,true,false,11111,3915
29221,5122,true,false,7048,1926
29223,3710,true,false,4658,948
29225,9663,true,false,12840,3177
29227,613,true,false,808,195
29229,5537,true,false,6707,1170
29510,83403,false,true,20832,104235
30001,2210,true,false,3353,1143
30003,241,false,true,1853,2094
30005,66,true,false,1268,1202
30007,1775,true,false,2348,573
30009,1920,true,false,3748,1828
30011,608,true,false,678,70
30013,7457,true,false,19632,12175
30015,947,true,false,1679,732
30017,2481,true,false,3657,1176
30019,562,true,false,730,168
30021,2533,true,false,3320,787
30023,295,false,true,1763,2058
30025,1125,true,false,1279,154
30027,3067,true,false,4269,1202
30029,16947,true,false,30240,13293
30031,444,false,true,23802,24246
30033,619,true,false,653,34
30035,1501,false,true,1620,3121
30037,294,true,false,365,71
30039,720,true,false,1192,472
30041,1107,true,false,3478,2371
30043,2179,true,false,4177,1998
30045,637,true,false,872,235
30047,2754,true,false,7530,4776
30049,2417,true,false,16895,14478
30051,492,true,false,698,206
30053,4688,true,false,6729,2041
30055,708,true,false,862,154
30057,2117,true,false,3297,1180
30059,536,true,false,729,193
30061,811,true,false,1330,519
30063,9293,false,true,22250,31543
30065,1635,true,false,1967,332
30067,1385,true,false,4980,3595
30069,248,true,false,278,30
30071,1405,true,false,1723,318
30073,1061,true,false,1799,738
30075,757,true,false,884,127
30077,1478,true,false,2029,551
30079,456,true,false,556,100
30081,8587,true,false,14810,6223
30083,3237,true,false,3908,671
30085,237,true,false,1797,1560
30087,1266,true,false,2253,987
30089,3068,true,false,4286,1218
30091,764,true,false,1241,477
30093,2243,false,true,6376,8619
30095,2753,true,false,3661,908
30097,1193,true,false,1595,402
30099,1362,true,false,2170,808
30101,1095,true,false,1497,402
30103,292,true,false,351,59
30105,1812,true,false,2698,886
30107,523,true,false,702,179
30109,408,true,false,463,55
30111,18749,true,false,40920,22171
31001,5985,true,false,9287,3302
31003,2349,true,false,2732,383
31005,227,true,false,244,17
31007,331,true,false,357,19
31009,246,true,false,276,30
31011,1885,true,false,2299,414
31013,2652,true,false,3617,965
31015,855,true,false,983,128
31017,1232,true,false,1385,153
31019,9806,true,false,14569,4763
31021,1437,true,false,2367,930
31023,2388,true,false,3079,691
31025,4968,true,false,8452,3484
31027,2961,true,false,3532,571
31029,1477,true,false,1648,171
31031,2306,true,false,2623,317
31033,2954,true,false,3665,711
31035,1945,true,false,2422,477
31037,1312,true,false,2171,859
31039,2403,true,false,3122,719
31041,4054,true,false,4695,641
31043,1302,true,false,3616,2314
31045,1831,true,false,2632,801
31047,3848,true,false,5984,2136
31049,689,true,false,809,120
31051,1485,true,false,2041,556
31053,5389,true,false,9933,4544
31055,5721,false,true,108077,113798
31057,734,true,false,823,89
31059,1517,true,false,2130,613
31061,1097,true,false,1347,250
31063,949,true,false,1110,161
31065,1617,true,false,1921,304
31067,3445,true,false,6380,2935
31069,716,true,false,869,153
31071,700,true,false,821,121
31073,628,true,false,794,166
31075,347,true,false,367,20
31077,702,true,false,912,210
31079,8126,true,false,14408,6282
31081,2905,true,false,3783,878
31083,1242,true,false,1496,254
31085,442,true,false,472,30
31087,1071,true,false,1232,161
31089,3823,true,false,4354,531
31091,315,true,false,355,40
31093,1740,true,false,2284,544
31095,1562,true,false,2399,837
31097,792,true,false,1355,563
31099,1981,true,false,2531,550
31101,2664,true,false,3235,571
31103,420,true,false,460,40
31105,1100,true,false,1330,230
31107,2468,true,false,3188,720
31109,310,false,true,61588,61898
31111,9251,true,false,12164,2913
31113,368,true,false,400,32
31115,275,true,false,323,48
31117,241,true,false,257,14
31119,7917,true,false,10628,2711
31121,2324,true,false,2926,602
31123,1518,true,false,1802,284
31125,980,true,false,1261,281
31127,1331,true,false,2116,785
31129,1373,true,false,1726,353
31131,2835,true,false,4860,2025
31133,695,true,false,974,279
31135,1056,true,false,1217,161
31137,3277,true,false,3849,572
31139,2670,true,false,3052,382
31141,8319,true,false,10965,2646
31143,1615,true,false,2028,413
31145,3613,true,false,4258,645
31147,1951,true,false,2769,818
31149,617,true,false,687,70
31151,1271,true,false,3004,1733
31153,17110,true,false,45143,28033
31155,5032,true,false,7555,2523
31157,6869,true,false,10076,3207
31159,3579,true,false,5454,1875
31161,1924,true,false,2211,287
31163,810,true,false,1150,340
31165,535,true,false,616,81
31167,1770,true,false,2187,417
31169,1552,true,false,2051,499
31171,314,true,false,344,30
31173,124,true,false,1043,919
31175,1441,true,false,1780,339
31177,4801,true,false,7424,2623
31179,1858,true,false,2693,835
31181,1024,true,false,1330,306
31183,315,true,false,377,62
31185,3514,true,false,4700,1186
32001,5620,true,false,7830,2210
32003,82170,false,true,320057,402227
32005,8961,true,false,17415,8454
32007,10150,true,false,13551,3401
32009,264,true,false,329,65
32011,649,true,false,723,74
32013,3135,true,false,4521,1386
32015,1425,true,false,1828,403
32017,1386,true,false,1671,285
32019,9859,true,false,16005,6146
32021,542,true,false,1179,637
32023,8230,true,false,13324,5094
32027,973,true,false,1403,430
32029,864,true,false,1616,752
32031,2621,false,true,94758,97379
32033,2016,true,false,2723,707
